decision_id,event_id,agent_name,confidence_score,reasoning_summary,recommended_action,approved,executed
DEC0A2F1313,EVTACB89191,ApprovalEngine,0.75,Risk assessment indicates Sound say until wind interesting.,Auto-Approve,Yes,No
DECD77179DA,EVTB279696A,CostOptimizer,0.69,Compliance requirements mandate Enjoy size military fine trouble model.,Approve,Yes,Yes
DECDBA6ED4A,EVT7967785E,InventoryOptimizer,0.42,Inventory levels recommend Future style when money author a into.,Escalate to Manager,No,No
DEC8E9D24C0,EVTF1C30382,RiskAssessment,0.76,Compliance requirements mandate Center describe situation weight.,Auto-Approve,Yes,No
DEC61AC3EF7,EVT5AA1211A,InventoryOptimizer,0.72,Compliance requirements mandate Effort difficult begin exist be.,Approve,Yes,Yes
DEC3876D222,EVT84F37A0E,ProcurementBot,0.61,Inventory levels recommend Class economy pattern identify beautiful look more,Reject,No,No
DECADD73A10,EVTF6D47625,RiskAssessment,0.68,Cost-benefit analysis shows Kid finish late.,Delay Decision,Yes,Yes
DEC2D7D74D6,EVT62297276,CostOptimizer,0.83,Compliance requirements mandate Cause seven him us individual suffer real west.,Require Backup Vendor,Yes,Yes
DEC3482F055,EVT8B7D1CF0,ApprovalEngine,0.69,Cost-benefit analysis shows Difference enough purpose local read black.,Reject,Yes,Yes
DECEACB6E16,EVT63DA9A00,ApprovalEngine,0.86,Market conditions support Issue challenge dinner anyone major long upon.,Request More Information,Yes,Yes
DEC5176CED4,EVT9254CEC1,ProcurementBot,0.7,Market conditions support Water left fill.,Send to Committee,Yes,No
DECC480D6AF,EVTE37BFACB,VendorAnalyzer,0.58,Inventory levels recommend Effect no word even field game head.,Auto-Approve,Yes,No
DEC6AA75CCA,EVT4122E659,ProcurementBot,1.0,Inventory levels recommend Pull free push quickly song family.,Approve,Yes,Yes
DEC6667DB2E,EVTEEA9E1DD,ProcurementBot,0.62,Based on historical patterns Support career phone far scientist.,Require Backup Vendor,Yes,Yes
DEC22733CA7,EVT3C923D12,DeliveryTracker,0.67,Cost-benefit analysis shows Statement including very tough describe next rule.,Approve,Yes,Yes
DEC8A84F312,EVT45488D83,IncidentResponder,0.63,Cost-benefit analysis shows Letter generation political left.,Request More Information,No,No
DEC04A7DFB9,EVT0F6642BA,IncidentResponder,0.62,Cost-benefit analysis shows Audience here where cover no activity.,Send to Committee,Yes,Yes
DEC26BFA5CD,EVTBE349A13,InventoryOptimizer,0.81,Based on historical patterns Medical lose behavior probably big what.,Delay Decision,No,No
DEC3C65A38C,EVT11DD94E5,InventoryOptimizer,0.74,Inventory levels recommend Quickly court cup page recent population among.,Approve,Yes,Yes
DEC6CE367B8,EVTF17A8506,VendorAnalyzer,0.58,Vendor reliability suggests Environment move decision support goal if treatmen,Request More Information,Yes,No
DEC697FAE67,EVT581A47D0,VendorAnalyzer,0.72,Compliance requirements mandate Leave onto focus stage article.,Request More Information,No,No
DEC6875DCAF,EVT9433A8E5,ProcurementBot,0.77,Risk assessment indicates Series number themselves everybody risk.,Delay Decision,No,No
DEC87FB951C,EVT65503D81,VendorAnalyzer,0.68,Compliance requirements mandate Office contain amount these describe education.,Auto-Approve,Yes,Yes
DEC373E56BF,EVT9A214F76,RiskAssessment,0.94,Risk assessment indicates Third politics management child special.,Request More Information,Yes,Yes
DEC076118E3,EVTB6D7932D,CostOptimizer,0.83,Inventory levels recommend Good huge thought ago.,Auto-Approve,Yes,Yes
DEC0D2A5308,EVT5344F631,CostOptimizer,0.78,Risk assessment indicates Day form reflect.,Send to Committee,No,No
DECBC297EB3,EVT6DBFE921,DeliveryTracker,0.83,Risk assessment indicates Month present kid behind.,Require Backup Vendor,Yes,Yes
DECDF3D82DA,EVT11E24D7B,ProcurementBot,0.86,Cost-benefit analysis shows Other central identify it price.,Require Backup Vendor,No,No
DEC28D62706,EVT1AD9A0DD,DeliveryTracker,0.76,Cost-benefit analysis shows Want whose half daughter determine.,Approve,Yes,Yes
DECA2364076,EVTC2509574,ApprovalEngine,0.61,Vendor reliability suggests Machine class detail crime system eight.,Approve,Yes,Yes
DEC79DD3761,EVTDF0FF73A,ApprovalEngine,0.83,Based on historical patterns Life magazine pull.,Approve,No,No
DECD83C166B,EVT665385CD,RiskAssessment,0.78,Vendor reliability suggests Usually yet yet new station public head.,Request More Information,Yes,Yes
DEC77FC2908,EVTD8B394C0,IncidentResponder,0.86,Risk assessment indicates Response environmental institution child.,Auto-Approve,Yes,Yes
DECA07287C1,EVT51FEF68E,CostOptimizer,0.73,Inventory levels recommend Trade financial state allow national while.,Request More Information,No,No
DEC9A3263AA,EVT018EAC03,VendorAnalyzer,0.9,Inventory levels recommend Town reduce explain measure by section.,Auto-Approve,No,No
DECEAC47699,EVT96EBB379,VendorAnalyzer,0.75,Based on historical patterns Total partner whose any standard.,Reject,Yes,Yes
DEC5773F17F,EVTB8D2AEB8,DeliveryTracker,1.0,Inventory levels recommend Woman man trial against not.,Send to Committee,Yes,Yes
DEC3027F7A8,EVTC1DE49A0,ProcurementBot,0.5,Based on historical patterns Top whose discuss especially last.,Request More Information,Yes,Yes
DECCD0FEFD3,EVT0359EC61,ProcurementBot,0.62,Vendor reliability suggests Let them by hard wall.,Reject,No,No
DEC004B6127,EVTED05905B,ApprovalEngine,0.6,Risk assessment indicates Summer front themselves space space.,Send to Committee,Yes,Yes
DEC86E710CC,EVTB0EC9290,RiskAssessment,0.67,Based on historical patterns Represent issue then use manager decision.,Reject,Yes,Yes
DECE59D598C,EVT96B12E49,ApprovalEngine,0.58,Market conditions support Language concern will always along away different.,Delay Decision,Yes,Yes
DEC26BFABB8,EVTF793CE28,CostOptimizer,0.79,Inventory levels recommend Natural final wear lay continue a possible.,Reject,No,No
DEC1AB37AA5,EVT62347D7F,VendorAnalyzer,0.41,Based on historical patterns Color leg direction part it keep lay.,Reject,No,No
DEC88A42D7D,EVTA7F343E1,RiskAssessment,0.77,Based on historical patterns Experience idea note public not.,Request More Information,Yes,No
DEC26C06EC9,EVT3935B3C6,RiskAssessment,0.77,Based on historical patterns Himself itself significant.,Delay Decision,Yes,Yes
DEC375400E2,EVT7C7CF54A,InventoryOptimizer,0.85,Vendor reliability suggests Population above add can ability spring from do.,Require Backup Vendor,No,No
DEC848D9A7C,EVT2A4CD7B8,ApprovalEngine,0.85,Risk assessment indicates Whom truth will wait camera.,Approve,Yes,Yes
DECB7DFA155,EVT33C55BBE,RiskAssessment,0.68,Based on historical patterns Past sound computer.,Send to Committee,No,No
DECB7172CB9,EVT82A3BEE0,RiskAssessment,0.56,Risk assessment indicates Bag as point change success.,Reject,Yes,Yes
DEC7BA8E60B,EVTFD8F54F9,ApprovalEngine,0.91,Based on historical patterns Individual think not assume.,Request More Information,No,No
DEC383848A2,EVT1948687D,VendorAnalyzer,0.75,Based on historical patterns Building case exist improve.,Delay Decision,Yes,Yes
DEC0B8451DF,EVTB995FB05,ProcurementBot,0.75,Risk assessment indicates Question theory information rise.,Reject,Yes,No
DECEBFD04ED,EVT898CF601,DeliveryTracker,0.66,Vendor reliability suggests Wrong least several finally.,Reject,Yes,Yes
DECAC30DFCF,EVT2D8EF467,DeliveryTracker,0.8,Vendor reliability suggests Store animal across money news total.,Send to Committee,No,No
DEC82F3BA7A,EVTED5F2D1E,RiskAssessment,0.69,Compliance requirements mandate End since event beautiful three pattern record.,Auto-Approve,Yes,Yes
DEC2BBD9B54,EVT9CFF764E,InventoryOptimizer,0.95,Based on historical patterns West ago wrong oil charge.,Require Backup Vendor,Yes,Yes
DECEA4062FF,EVTA3F1DE42,CostOptimizer,0.73,Vendor reliability suggests Amount rest research might church.,Escalate to Manager,Yes,Yes
DECDB82BCC8,EVT0B35D43F,ProcurementBot,0.67,Inventory levels recommend Response management work college.,Send to Committee,No,No
DEC76861D5A,EVTFE67424E,DeliveryTracker,0.92,Vendor reliability suggests Seem really military field road.,Auto-Approve,Yes,Yes
DEC9B2A6B22,EVTED1C63C9,CostOptimizer,0.84,Market conditions support History whole food.,Delay Decision,Yes,Yes
DECF63CF042,EVTE80F2E8F,ApprovalEngine,0.91,Vendor reliability suggests Task child free campaign.,Reject,Yes,Yes
DEC351F682E,EVT688733B8,DeliveryTracker,0.75,Risk assessment indicates Standard your even wrong well sometimes role.,Delay Decision,Yes,Yes
DECF5DFDC21,EVT682F049A,InventoryOptimizer,0.67,Risk assessment indicates This enough while trial management beautiful impro,Auto-Approve,No,No
DEC39834B7D,EVT7A187F6C,DeliveryTracker,0.42,Based on historical patterns Before among hit thought big later debate.,Send to Committee,Yes,Yes
DECA27BF0A5,EVTE189CD79,ProcurementBot,0.61,Cost-benefit analysis shows Possible bag approach rich catch.,Approve,Yes,Yes
DEC7CDE7F58,EVT3913CB2E,InventoryOptimizer,0.6,Cost-benefit analysis shows Throughout visit wait sea lead.,Auto-Approve,Yes,No
DEC9F156078,EVT3658EA25,RiskAssessment,0.68,Vendor reliability suggests Level network sell strategy teacher.,Reject,No,No
DEC17503E8C,EVT6455BA6D,ProcurementBot,0.83,Based on historical patterns War must available relate.,Auto-Approve,Yes,Yes
DECE122D38C,EVT9F7ABA66,ProcurementBot,0.68,Risk assessment indicates Make all continue he score.,Request More Information,No,No
DEC1150581F,EVTB9FAA96B,ProcurementBot,0.77,Market conditions support Decision together size all.,Auto-Approve,Yes,Yes
DEC56772571,EVTE3057A9E,DeliveryTracker,1.0,Based on historical patterns Well leave lot try surface.,Auto-Approve,No,No
DEC0828C9A3,EVT00677963,ApprovalEngine,0.85,Vendor reliability suggests My away force great serve stuff try.,Reject,Yes,Yes
DECABB1013E,EVTAB04FE85,DeliveryTracker,0.66,Market conditions support Study box leave former.,Request More Information,Yes,No
DEC46EBF35C,EVT022E23A8,IncidentResponder,0.81,Based on historical patterns Leader large author town turn.,Send to Committee,Yes,Yes
DEC405857CB,EVTCF912C18,VendorAnalyzer,1.0,Vendor reliability suggests Work grow organization mouth suddenly recently.,Require Backup Vendor,Yes,Yes
DEC382B8ABB,EVT12542E18,IncidentResponder,0.58,Compliance requirements mandate Study star should middle north color.,Auto-Approve,Yes,Yes
DEC06EC4D00,EVT513334D3,CostOptimizer,0.93,Inventory levels recommend Page reach resource.,Reject,Yes,Yes
DEC02C10EB4,EVTF47C9CBB,VendorAnalyzer,0.69,Compliance requirements mandate Blood likely son would five yourself write continu,Send to Committee,Yes,Yes
DECD7D56564,EVT57474545,InventoryOptimizer,0.83,Cost-benefit analysis shows Plant forget it detail.,Approve,No,No
DEC7961E179,EVT7444B079,CostOptimizer,1.0,Compliance requirements mandate Team cell teach.,Request More Information,Yes,No
DECFE2DE8FE,EVTF83A796F,DeliveryTracker,0.78,Cost-benefit analysis shows National dinner state article.,Approve,Yes,Yes
DECFFE998BA,EVT6BA1290C,RiskAssessment,0.64,Vendor reliability suggests Order talk brother form attack citizen arm.,Escalate to Manager,Yes,Yes
DEC7CE6F336,EVTBA32EE3A,RiskAssessment,0.88,Inventory levels recommend Movement sport idea imagine ever first.,Auto-Approve,No,No
DEC4E68A608,EVTE94526A1,CostOptimizer,0.83,Compliance requirements mandate Per debate worry money.,Auto-Approve,Yes,No
DEC4787CD10,EVTBA355CB3,CostOptimizer,0.58,Based on historical patterns Politics four TV.,Escalate to Manager,No,No
DECF768EA73,EVT21692416,RiskAssessment,0.68,Risk assessment indicates Enter letter fine.,Request More Information,No,No
DECD7CA55F5,EVT0564BE52,ProcurementBot,0.84,Vendor reliability suggests Interview especially government sea exist mission ,Auto-Approve,Yes,No
DEC7E39887F,EVT103B173A,VendorAnalyzer,0.7,Cost-benefit analysis shows Step build final future address offer.,Delay Decision,No,No
DECFEC99BA1,EVTA5EF09D5,IncidentResponder,0.71,Based on historical patterns Manage go though strong they pick make.,Require Backup Vendor,Yes,Yes
DEC8D03A408,EVT57C0CF35,ApprovalEngine,0.86,Inventory levels recommend Yourself focus mention.,Delay Decision,No,No
DEC8888366B,EVT8F79C02B,InventoryOptimizer,1.0,Based on historical patterns Tend sing section change thought natural.,Approve,Yes,Yes
DEC048BAC87,EVTAB93566E,ApprovalEngine,0.58,Inventory levels recommend Morning different worker wrong law from lot contai,Auto-Approve,Yes,Yes
DEC2E6950BC,EVTB8816DBE,RiskAssessment,0.91,Based on historical patterns Easy enough office scientist.,Reject,Yes,No
DECC5728E9C,EVT82058C1B,DeliveryTracker,0.69,Inventory levels recommend Practice brother lose food subject effort its.,Approve,Yes,No
DEC8C782225,EVT4EE70CE9,DeliveryTracker,0.84,Market conditions support College defense above too.,Escalate to Manager,Yes,Yes
DEC5579DE60,EVT55B7D13C,CostOptimizer,0.47,Vendor reliability suggests Off quality animal improve.,Escalate to Manager,Yes,Yes
DEC696D50C9,EVT0E61D095,RiskAssessment,0.64,Based on historical patterns Tough reality deep marriage more good world.,Require Backup Vendor,Yes,No
DEC3CE11530,EVT147A55EB,IncidentResponder,0.71,Compliance requirements mandate Bring administration feel.,Escalate to Manager,No,No
DEC498B7DA0,EVTE938FBDE,RiskAssessment,0.69,Compliance requirements mandate Question must suddenly me wide though.,Request More Information,Yes,Yes
DEC7F7B196F,EVTD669DCB9,VendorAnalyzer,0.87,Compliance requirements mandate Crime difficult a once stand five capital side.,Reject,Yes,Yes
DEC41732F1D,EVT65D552CF,InventoryOptimizer,0.84,Cost-benefit analysis shows Deal including watch career Republican year could.,Delay Decision,Yes,Yes
DECF0C5FCF9,EVTAB04FE85,DeliveryTracker,0.72,Cost-benefit analysis shows Focus music space stage building.,Auto-Approve,Yes,Yes
DEC62758837,EVT42FDB4BD,ApprovalEngine,0.74,Risk assessment indicates Might forget west mission environmental thus week.,Auto-Approve,Yes,Yes
DECA87CE73A,EVT540FA63A,CostOptimizer,0.59,Based on historical patterns Region nature fly certainly address relate believe,Delay Decision,Yes,Yes
DEC672C39F0,EVT805B2834,DeliveryTracker,0.45,Inventory levels recommend Think same probably upon network.,Request More Information,Yes,No
DECC4A8BE8B,EVTB479C30E,RiskAssessment,0.73,Market conditions support Statement number show unit weight.,Delay Decision,Yes,Yes
DECC740AC17,EVTA6074695,VendorAnalyzer,1.0,Risk assessment indicates Move reach operation job quite where fine.,Approve,Yes,No
DEC2A31C2C5,EVT10BF8C8C,ApprovalEngine,1.0,Inventory levels recommend Off some recently message prevent first able.,Auto-Approve,No,No
DEC17E35CC5,EVTD6C6A851,RiskAssessment,0.6,Market conditions support Reveal pay special.,Auto-Approve,No,No
DEC571B9627,EVT086897D2,VendorAnalyzer,0.89,Risk assessment indicates Under government figure first town show natural.,Require Backup Vendor,No,No
DEC8532DE23,EVT7DB282BA,RiskAssessment,0.81,Compliance requirements mandate Shoulder road run little its north.,Escalate to Manager,Yes,Yes
DEC2C9D3A06,EVT55F49E03,CostOptimizer,0.82,Based on historical patterns Subject recently inside former.,Reject,Yes,Yes
DECDAE21B4D,EVT96E49C51,InventoryOptimizer,0.92,Compliance requirements mandate Production stand official attack body must.,Reject,Yes,Yes
DECAC882699,EVTE37BFACB,InventoryOptimizer,0.97,Cost-benefit analysis shows None test own hospital bad end create.,Auto-Approve,Yes,Yes
DEC0C55F253,EVT7D800143,ApprovalEngine,0.82,Market conditions support Bag site interesting.,Require Backup Vendor,Yes,Yes
DEC32802CE4,EVT99D66A04,VendorAnalyzer,0.85,Market conditions support Not difference check none wear owner.,Request More Information,Yes,Yes
DECD64EE7D1,EVT5E02BE0A,VendorAnalyzer,0.83,Cost-benefit analysis shows Course arrive cost court where year politics least,Send to Committee,No,No
DEC861F8B24,EVT66130EBC,ApprovalEngine,0.83,Cost-benefit analysis shows Worker charge kitchen pressure from.,Delay Decision,No,No
DEC88EA8A0E,EVT2B42E6BB,CostOptimizer,0.73,Inventory levels recommend Real past heavy race value.,Approve,Yes,Yes
DECB0AEA8EE,EVTDAB39ACB,IncidentResponder,0.58,Compliance requirements mandate Job behind year early.,Approve,No,No
DEC482C8267,EVT100E2B35,IncidentResponder,1.0,Based on historical patterns Board production also use senior.,Request More Information,Yes,Yes
DECAE2A19C9,EVT79587C16,IncidentResponder,0.73,Compliance requirements mandate Own song police range.,Request More Information,Yes,No
DECA46F1A7A,EVT59536686,CostOptimizer,0.71,Inventory levels recommend Conference look particular administration situatio,Approve,Yes,Yes
DEC39E2C8A2,EVT9DAFED69,CostOptimizer,0.7,Risk assessment indicates Bit start theory company case smile so behind.,Request More Information,Yes,No
DEC111E5EEA,EVTDAEAC267,ProcurementBot,0.76,Risk assessment indicates Benefit buy sport product.,Delay Decision,Yes,Yes
DECC3761156,EVT94C5FEC1,IncidentResponder,0.67,Based on historical patterns Next arm similar project whom.,Escalate to Manager,Yes,No
DECB75A1DB5,EVT752CC3AE,ProcurementBot,0.81,Vendor reliability suggests Evening cup beyond himself eye something something,Auto-Approve,Yes,No
DECF0F148B5,EVTDB02EAC5,VendorAnalyzer,0.82,Based on historical patterns Image subject region find.,Delay Decision,Yes,No
DECECC14963,EVTDF9D5EE5,DeliveryTracker,0.64,Inventory levels recommend Business just miss toward.,Auto-Approve,Yes,Yes
DEC4BA18C9C,EVT35465B2D,ApprovalEngine,0.8,Vendor reliability suggests Beyond time start sell professional.,Approve,Yes,Yes
DEC2FC20BE2,EVT1F27CF52,ApprovalEngine,0.71,Risk assessment indicates Free rate provide almost politics.,Delay Decision,No,No
