po_id,employee_id,vendor_id,approval_status,budget,amount,priority,request_date,approval_date,delivery_date,category
POA276B358,EMP5E66163B,VND9EBB9EB2,Approved,18501.62,16918.27,Normal,2024-01-23,2024-01-25,2024-02-08,Equipment
POFF2A6831,EMPDDCE509A,VND07F575C8,Pending,46370.94,39941.88,High,2024-04-08,,,Raw Materials
PO5FA5C2C7,EMPC3178828,VND2094DBBC,Approved,55213.05,49759.69,Normal,2024-02-25,2024-02-26,2024-03-18,Office Supplies
PO76EB5E48,EMPB53132C6,VNDE13413E5,Approved,50657.8,45786.56,Normal,2024-01-19,2024-01-21,2024-02-11,Components
POBF005FFA,EMP4555708D,VNDF7A9FFF9,Cancelled,24803.13,21548.26,High,2024-03-10,2024-03-13,,Equipment
PO4BC861DB,EMP7F3683A6,VND1199176D,Pending,25017.74,22824.35,Normal,2024-11-23,,,Equipment
PO37395B2D,EMP3E81AFA9,VNDE3830203,Pending,25608.19,23444.49,Normal,2024-03-11,,,Services
PO3E75B51F,EMPA9DEBDBC,VND3A746CBD,Approved,7425.13,7671.69,Normal,2024-11-24,2024-11-28,2024-12-10,Raw Materials
PO418A877D,EMP4DD0BF44,VND8CAEB48D,Approved,4794.02,4612.58,High,2024-06-27,2024-06-29,2024-07-26,Services
PO6607942C,EMPA404AB29,VND9DFC7925,Pending,36683.07,33118.27,Normal,2024-09-18,,,Components
PO526F349F,EMPD43FC24A,VND19CF5E06,Pending,18828.06,22981.28,Critical,2024-06-17,,,Services
POA6D34223,EMP17A21350,VND389A891A,Approved,36024.06,41937.19,Normal,2024-12-01,2024-12-04,2024-12-29,Components
PO1B7F170A,EMP0745C19C,VND86F10A10,Cancelled,7675.78,9002.13,Normal,2024-05-26,2024-05-27,,Components
POCF8BBDEF,EMP8C3A2A17,VNDF78A924D,Rejected,9320.21,9340.33,High,2024-02-08,2024-02-09,,Services
POB3132528,EMPB07B0D77,VND7DD7F0E9,Approved,1217.61,1338.98,Normal,2024-06-04,2024-06-05,2024-06-30,Equipment
PO23A52206,EMPFBF3775D,VND7B4F5D31,Pending,27306.15,25049.69,Normal,2024-04-04,,,Equipment
POCDB24448,EMPA78BB519,VND34264845,Approved,11032.87,12191.64,Normal,2024-03-19,2024-03-22,2024-04-20,Services
PO08B80294,EMP06DA22E8,VND417BDCE6,Pending,11865.43,13244.76,Critical,2024-09-29,,,Components
PO36FADFF1,EMP9DA2EAC7,VND34BC34BC,Approved,34931.86,33963.59,Normal,2024-11-22,2024-11-24,2024-12-09,Components
PO09C822B7,EMP2BBBF563,VND4EDF116C,Approved,18862.36,18483.13,High,2024-09-11,2024-09-15,2024-10-01,Office Supplies
POAA4D9276,EMPA214F347,VND9E3DBA67,Rejected,37512.34,46818.03,Normal,2024-05-08,2024-05-09,,Components
POA52AAE00,EMPFFF87A12,VNDB598AD91,Approved,5708.96,5567.0,Normal,2024-04-22,2024-04-27,2024-05-22,Services
PO586EB999,EMP9562D874,VND439CBBCF,Pending,46868.57,43823.9,High,2024-05-21,,,Equipment
POC3931018,EMP379BB2A9,VND7254F792,Approved,28102.25,34931.26,Normal,2024-12-24,2024-12-27,2025-01-13,Components
PO17F0F08E,EMP8A1A270C,VNDE3830203,Pending,18811.12,15699.48,Normal,2024-05-23,,,Equipment
PO2BA6CAC8,EMPCD422C6F,VND4A2B2E76,Pending,7787.48,7124.82,Normal,2024-02-27,,,Services
PO9FA4346B,EMPDD2D3A7F,VND7DD7F0E9,Pending,35486.53,38417.51,Normal,2024-09-03,,,Office Supplies
POBD4B5D1D,EMP0B78FBB3,VNDF7A9FFF9,Approved,14651.57,16084.48,Normal,2024-05-27,2024-05-29,2024-06-16,Raw Materials
POA1B59676,EMP6992694E,VND111F855A,Approved,25799.26,30973.88,Normal,2024-07-07,2024-07-10,2024-07-23,Office Supplies
PO9C7EC902,EMPB2FCCFAB,VND66028154,Approved,7773.78,7117.28,High,2024-03-03,2024-03-04,2024-03-14,Services
PO6C38C1CB,EMPFE65EBCE,VND4AFDF46C,Cancelled,20894.94,21985.63,Normal,2024-12-05,2024-12-08,,Services
PO3E9B9462,EMP7B535E35,VND397FE668,Approved,5956.69,5737.46,Normal,2024-06-29,2024-07-04,2024-07-28,Office Supplies
PO474DDEE6,EMP48110FB2,VND3D2A9A3A,Pending,23818.56,23311.11,Normal,2024-03-01,,,Office Supplies
PO3FF6A50C,EMPACBF037B,VND1199176D,Cancelled,2438.91,2288.9,High,2024-12-09,2024-12-12,,Office Supplies
PO447255AA,EMP2D56A2F1,VNDAEE88F85,Approved,38205.45,36701.12,Normal,2024-03-14,2024-03-19,2024-03-24,Equipment
PO978DBD4A,EMPBE3270E3,VND2258ABB1,Rejected,44900.64,48897.81,Normal,2024-05-17,2024-05-19,,Raw Materials
POF47A7621,EMPCD289B2E,VNDBC15E50D,Approved,9880.51,9366.07,Normal,2024-07-08,2024-07-11,2024-07-28,Equipment
POA8071B67,EMPA1C2A2D6,VND0D050C25,Approved,53379.35,45510.53,Normal,2024-03-12,2024-03-15,2024-04-14,Raw Materials
PO08B4FC06,EMP0543ACAC,VND5FE97D0B,Approved,47597.22,41642.01,Normal,2024-02-18,2024-02-21,2024-03-01,Equipment
POC04DD4C8,EMP80D88ED4,VND0300765D,Approved,16154.37,15368.29,High,2024-12-19,2024-12-24,2025-01-14,Services
PO134CAFD5,EMPE1132EF0,VND6E96F23C,Approved,1144.07,965.26,Normal,2024-08-22,2024-08-23,2024-09-08,Office Supplies
POA61CA70F,EMP47FF6B25,VND80A0A536,Approved,26857.16,31040.04,Critical,2024-08-29,2024-08-31,2024-09-28,Office Supplies
PO7B703BCE,EMPAF9D8987,VND389A891A,Pending,50358.4,47250.81,Normal,2024-09-27,,,Services
PO0D6262D6,EMP4FFA9A55,VNDF10E17A7,Cancelled,19562.25,20740.77,Critical,2024-09-13,2024-09-15,,Office Supplies
PO095163B3,EMP0F07AD1C,VNDF549E284,Cancelled,24756.18,26166.03,Normal,2024-10-26,2024-10-28,,Office Supplies
POD5425A68,EMPFCA6C053,VND507751E2,Approved,10787.82,12627.58,High,2024-03-11,2024-03-12,2024-03-27,Services
PO9468FC08,EMP15FD7905,VNDEB6F8ED3,Approved,39515.72,35915.59,Normal,2024-03-05,2024-03-06,2024-03-26,Components
POBB6E14F5,EMPC423FF3E,VND3FC620C0,Approved,51462.13,47260.33,Normal,2024-08-18,2024-08-22,2024-09-13,Raw Materials
POD214EE1F,EMPFCFDF57F,VND1306F6E1,Approved,35572.11,39918.26,Normal,2024-02-04,2024-02-07,2024-02-16,Services
PO29360EF1,EMPDCE28429,VND3A746CBD,Approved,30482.86,36103.22,Critical,2024-12-22,2024-12-25,2025-01-14,Components
PO2DC3AB49,EMP043FA2F3,VND389A891A,Approved,262.72,247.87,Normal,2024-01-17,2024-01-18,2024-01-27,Services
PO23D8AD01,EMP5579D485,VND1DF7F1DC,Rejected,48849.99,45427.02,Normal,2024-09-18,2024-09-21,,Raw Materials
POE15D8573,EMP13435962,VND275CA511,Approved,36730.76,31127.6,Normal,2024-03-10,2024-03-13,2024-03-19,Office Supplies
PO6163CDEA,EMPABFB3D5B,VNDCFB6DC09,Approved,3717.67,4343.68,Normal,2024-09-14,2024-09-16,2024-10-03,Equipment
PO5E441F8E,EMP024B6B5B,VND44174C92,Approved,39632.0,38395.15,Normal,2024-03-02,2024-03-07,2024-03-16,Components
PO687DDED4,EMP6633AFA9,VNDA74DADEC,Approved,672.52,794.33,Normal,2024-08-18,2024-08-20,2024-09-18,Services
PO3200EF92,EMP3CB7F9B8,VND8CAEB48D,Pending,8657.44,7410.06,High,2024-10-25,,,Components
POE27715E0,EMP131E516A,VNDA402B738,Approved,33947.95,33229.8,Normal,2024-07-05,2024-07-06,2024-08-04,Services
POD85B428E,EMPC29E46D2,VNDF981F27F,Approved,15053.68,15019.75,Normal,2024-09-09,2024-09-12,2024-10-05,Equipment
PO27DFC53F,EMP862B2872,VNDC73A3BD4,Pending,38397.23,36460.84,Normal,2024-12-24,,,Raw Materials
POE075BA8F,EMPB07B0D77,VND08CE8CA7,Approved,20466.22,19159.87,Normal,2024-07-29,2024-08-01,2024-08-18,Components
PO0182F0DA,EMPF5134C07,VNDA9CEA40D,Approved,28240.48,27189.95,High,2024-12-07,2024-12-08,2024-12-29,Equipment
PO2BF6BDEC,EMPD6E45FCA,VNDF7A9FFF9,Approved,19615.48,18586.62,Normal,2024-07-14,2024-07-16,2024-07-30,Equipment
PO6CF22F92,EMP6BD5E83F,VND999ED598,Rejected,10953.65,11224.29,Normal,2024-04-03,2024-04-05,,Services
PO8A0AA27A,EMP7C5C0482,VNDA957A7D0,Approved,55024.79,49386.24,Normal,2024-06-17,2024-06-18,2024-07-04,Components
PO2896E31D,EMPEB794F61,VND2986F777,Pending,9578.79,8970.74,Normal,2024-03-02,,,Components
POA507DE40,EMP1AE6FC57,VND7DD7F0E9,Approved,26432.87,22577.3,Normal,2024-09-22,2024-09-24,2024-10-04,Components
POD2806840,EMP62CB684A,VND3AF51314,Rejected,50092.33,45300.27,Normal,2024-09-05,2024-09-06,,Raw Materials
PO857E4B7D,EMP3D68501E,VND2D25DD42,Approved,35632.33,35970.94,Normal,2024-06-18,2024-06-20,2024-06-25,Components
POA9080D5B,EMPC46FD1A5,VND672E91CF,Rejected,23430.0,21868.41,Normal,2024-07-16,2024-07-19,,Equipment
POB6E85ED4,EMPA9FECFD7,VND7B8206C3,Approved,6805.66,6703.68,Critical,2024-04-09,2024-04-14,2024-04-30,Office Supplies
PO968DB630,EMP5D6DDAE3,VND1306F6E1,Approved,1230.16,1380.93,Normal,2024-01-04,2024-01-05,2024-01-14,Office Supplies
PO3BF4E66E,EMP430BD32B,VND489E103A,Approved,27437.28,28528.1,Normal,2024-07-22,2024-07-25,2024-08-23,Raw Materials
POECCAD014,EMP67D19A15,VNDA9CEA40D,Rejected,22271.0,27604.93,Normal,2024-08-31,2024-09-03,,Raw Materials
PO559FE407,EMPEE8C7058,VND1199176D,Cancelled,33952.02,30269.6,Normal,2024-06-12,2024-06-13,,Raw Materials
POFA942630,EMPE5D6AC58,VNDB520DAB7,Approved,34425.77,37394.77,High,2024-07-11,2024-07-12,2024-07-22,Raw Materials
PO77EC8665,EMP9E262BCA,VND448E4836,Approved,123.79,153.23,Normal,2024-08-27,2024-08-29,2024-09-11,Raw Materials
PO072F108D,EMP79A472E6,VND97E5802F,Approved,25603.41,27371.27,Normal,2024-03-07,2024-03-08,2024-03-31,Raw Materials
PO312424ED,EMPB486B93B,VND6917D5FA,Approved,7831.25,7471.38,High,2024-09-18,2024-09-23,2024-10-18,Office Supplies
POE92A2E55,EMP4E9EA5E4,VNDEA23339B,Cancelled,39803.54,34247.71,Normal,2024-05-19,2024-05-20,,Equipment
PO3DD2864C,EMPE45517F9,VNDAD897EA3,Approved,9665.5,11602.31,High,2024-05-19,2024-05-24,2024-06-04,Components
PO94397924,EMPCCA6E6A9,VND2D25DD42,Cancelled,6000.32,5787.1,Normal,2024-08-09,2024-08-10,,Services
POFA51C785,EMP2120A53B,VND8BC82E76,Approved,37403.74,34196.9,Normal,2024-11-17,2024-11-20,2024-12-14,Office Supplies
PO7C913C5C,EMP4EE0449E,VND08CE8CA7,Approved,17829.03,19707.35,Normal,2024-10-10,2024-10-13,2024-11-02,Raw Materials
PO56788B9C,EMP12543A5A,VNDFDC347F6,Approved,9443.85,10575.86,High,2024-08-06,2024-08-08,2024-09-04,Services
PO7FDFECDE,EMP4870CD0B,VNDBC15E50D,Rejected,44111.39,48385.76,Critical,2024-12-31,2025-01-02,,Office Supplies
PO4F56DB2C,EMP23F66144,VNDB8A208B5,Approved,24693.92,24062.17,Normal,2024-08-07,2024-08-09,2024-08-29,Services
PO502E8803,EMP07D827C5,VND111F855A,Rejected,37609.19,31837.24,Critical,2024-04-22,2024-04-24,,Components
PO6B1B883F,EMPBB7097D2,VND2094DBBC,Rejected,47352.92,42744.02,Normal,2024-02-20,2024-02-23,,Equipment
POEA3085D8,EMPB86552E7,VND8CAEB48D,Approved,52689.2,47602.72,Normal,2024-03-19,2024-03-23,2024-04-13,Components
PO13F08AA8,EMPB3753BC8,VNDAAF2A28A,Approved,43764.52,43536.21,Normal,2024-02-10,2024-02-12,2024-02-28,Services
PO79A47E05,EMP06766275,VNDE6156EFE,Approved,24351.91,27542.27,Normal,2024-04-26,2024-04-30,2024-05-08,Services
PO86FC5B1D,EMPD7779629,VNDA402B738,Approved,15873.07,16896.8,Critical,2024-04-11,2024-04-12,2024-04-27,Office Supplies
PO6DB62475,EMPF82B43F7,VND0D050C25,Pending,43870.89,46903.03,Normal,2024-11-17,,,Raw Materials
PO6BEA49E5,EMPF7D32365,VND0CE75C53,Approved,38854.19,32781.27,High,2024-10-05,2024-10-08,2024-10-14,Components
PO6B072E08,EMP1E5086CB,VND3B5BB0BC,Rejected,37839.03,36678.7,Normal,2024-09-17,2024-09-18,,Raw Materials
PO3C6E892B,EMP899FB7F8,VND8BC82E76,Approved,1784.86,2177.44,High,2024-09-21,2024-09-24,2024-09-30,Office Supplies
PO3479A60D,EMPE703E3AD,VND5B2EC8F1,Approved,39859.51,44654.4,Normal,2024-02-21,2024-02-23,2024-03-03,Components
PO76C03FC9,EMPA8CAEB92,VNDF10E17A7,Approved,51537.46,43085.54,High,2024-04-26,2024-05-01,2024-05-18,Equipment
PO9BED61D6,EMP6BDDCD2E,VNDF909C443,Pending,29446.56,25165.78,Normal,2024-03-08,,,Services
PO3F18919F,EMPCE1CF465,VND35CDCFF0,Approved,27021.65,31970.33,Normal,2024-08-07,2024-08-12,2024-08-17,Components
POF8F6567E,EMPEA751C89,VND44174C92,Approved,15546.33,13602.89,Normal,2024-08-14,2024-08-19,2024-08-25,Office Supplies
PO6EEDFDA8,EMP1592BDAB,VNDF5F231C0,Pending,47184.63,45610.52,Normal,2024-02-11,,,Components
POFAED0A57,EMP13CD9B1C,VND365E2FC5,Approved,32541.73,39600.95,High,2024-01-31,2024-02-02,2024-02-28,Equipment
PO11B59107,EMPFCB086C1,VND7DD7F0E9,Pending,18248.4,16476.53,Critical,2024-09-28,,,Services
PO0CF87314,EMPC92BDAC4,VND10335071,Approved,30467.09,31352.13,High,2024-04-22,2024-04-23,2024-04-30,Components
POEB1233B9,EMP6A784F34,VNDD6FBFD33,Approved,11460.61,12341.53,Normal,2024-12-17,2024-12-21,2025-01-05,Services
PO608939BD,EMP45787679,VNDEA23339B,Pending,36154.59,37245.58,Normal,2024-12-15,,,Services
PO10A24DE2,EMP9A612816,VND6FADEC72,Approved,27730.12,31810.94,Normal,2024-09-29,2024-09-30,2024-10-09,Raw Materials
POB0A1F8E1,EMP1A49A490,VNDB598AD91,Pending,17580.78,16773.99,Normal,2024-05-17,,,Equipment
PO84EE65F4,EMP90E11600,VND07A84740,Approved,12484.21,12790.31,Critical,2024-06-14,2024-06-19,2024-07-04,Office Supplies
PODFA94251,EMP41ECBB0D,VND7B8206C3,Approved,5257.79,6033.61,Normal,2024-05-03,2024-05-04,2024-05-22,Components
POAC4D3F82,EMPB290C413,VND4EA7F305,Approved,3151.04,3394.71,Normal,2024-07-12,2024-07-17,2024-07-24,Office Supplies
PO3954217C,EMP7301CC41,VNDBA0CC89B,Pending,41169.84,47984.89,Normal,2024-10-17,,,Services
PO0A6E0E25,EMPD790064F,VNDE6156EFE,Rejected,8575.93,10547.49,Normal,2024-07-12,2024-07-14,,Services
PO4DE4C060,EMP957AC2DD,VNDAE27E9B6,Approved,15627.39,13837.16,High,2024-06-30,2024-07-01,2024-07-09,Equipment
PO1DD545A1,EMPF468EE1E,VND8CAEB48D,Approved,28573.02,33583.51,Normal,2024-08-19,2024-08-24,2024-09-01,Components
POE2F7AD92,EMPEF0D71BD,VNDD6D686D6,Approved,40264.5,49313.86,Normal,2024-09-29,2024-10-02,2024-10-12,Office Supplies
PO43673C1D,EMP57131EAF,VND999ED598,Approved,29181.01,30317.02,Normal,2024-05-30,2024-06-04,2024-06-23,Components
PO1FE3E19B,EMPAE2DB492,VND1DF449E3,Approved,7705.58,7975.0,High,2024-04-27,2024-04-28,2024-05-09,Equipment
PODA346E65,EMP0CFD8A7E,VND448E4836,Approved,33647.88,35512.07,High,2024-05-20,2024-05-23,2024-05-28,Office Supplies
PO0B52D141,EMPC4B08B9A,VNDE4298A7B,Approved,3000.91,3532.63,Normal,2024-08-27,2024-08-29,2024-09-22,Services
PO07F4955A,EMP7EC6BF4D,VND29251C8F,Pending,5125.61,4453.06,Normal,2024-10-21,,,Office Supplies
PO5F61CD12,EMP6B39775A,VND49FA8EB1,Approved,41530.32,36413.64,Normal,2024-04-05,2024-04-10,2024-04-25,Raw Materials
PO39081B33,EMP0CFD654C,VND63A70F54,Pending,37080.16,38879.08,Normal,2024-05-16,,,Equipment
POF78E6B5C,EMP1EA588B9,VND38095B8C,Pending,8728.63,10590.32,Normal,2024-02-11,,,Raw Materials
PO147FF7D8,EMP7EE2AEC4,VND6ACF147A,Cancelled,34062.96,40461.76,Normal,2024-09-06,2024-09-08,,Raw Materials
PODA465E6D,EMPFA4FBAAB,VNDF981F27F,Approved,21647.62,23036.92,Normal,2024-03-15,2024-03-20,2024-03-30,Services
POCED62A08,EMP328CA7D3,VNDD2BB8334,Approved,5953.99,5319.66,High,2024-12-06,2024-12-08,2025-01-02,Equipment
POD4B631E8,EMPE3204790,VND859AA544,Cancelled,41593.81,44467.6,High,2024-11-30,2024-12-02,,Office Supplies
PO18BF6EDA,EMP189B013C,VND17D7E4DC,Approved,47023.14,49531.51,Normal,2024-02-25,2024-02-28,2024-03-12,Services
POC1E5B8FE,EMP16196111,VND3D2A9A3A,Approved,14923.3,13821.8,Normal,2024-03-18,2024-03-20,2024-04-01,Office Supplies
PO0EC10D7F,EMP26519C67,VND589660CD,Approved,11640.16,12512.38,High,2024-09-14,2024-09-16,2024-09-25,Components
PO49BEDE62,EMP07D827C5,VND3B5BB0BC,Approved,32616.79,27898.46,Normal,2024-03-02,2024-03-04,2024-03-31,Equipment
POFB18A987,EMPAC8608BD,VND96325CEF,Approved,37970.87,31781.86,Normal,2024-04-21,2024-04-26,2024-05-18,Components
PO23BD7479,EMP8E7E9A1F,VND79774EB1,Approved,18775.46,18724.34,Normal,2024-11-02,2024-11-05,2024-11-27,Components
PO7F2F218F,EMP03A91FDD,VND80A0A536,Approved,37090.66,44164.44,Normal,2024-03-18,2024-03-19,2024-04-17,Services
PO53F6D813,EMP77C2809A,VND10335071,Approved,1054.75,1250.56,High,2024-07-06,2024-07-10,2024-08-02,Office Supplies
POCFF2FD9B,EMPEA9ADD46,VNDF78A924D,Approved,20090.72,18713.13,Critical,2024-10-26,2024-10-29,2024-11-04,Equipment
PO755CAB4D,EMP33421B3F,VNDEB6F8ED3,Approved,7980.01,8200.83,Critical,2024-12-09,2024-12-13,2025-01-04,Raw Materials
PO5D5D2691,EMPB8DADA44,VND66028154,Approved,21149.35,21906.56,Normal,2024-07-14,2024-07-17,2024-08-09,Equipment
PO2313B20C,EMPDA3A6B89,VNDC4092504,Approved,18291.74,19106.62,Normal,2024-03-15,2024-03-20,2024-04-04,Office Supplies
PO497A0FCE,EMPEB7F5A61,VND44174C92,Rejected,31490.85,29306.23,High,2024-09-18,2024-09-21,,Raw Materials
POC0805058,EMPBDE09580,VNDF545674F,Approved,3498.77,3058.97,Normal,2024-01-01,2024-01-05,2024-01-23,Equipment
PO37C7D2BC,EMPC889D0D8,VND23FDC749,Pending,44258.08,39389.53,Normal,2024-02-22,,,Raw Materials
PO7D3EE757,EMP00D4C72D,VND97FA9A66,Approved,41975.28,35517.23,Normal,2024-06-18,2024-06-22,2024-07-05,Raw Materials
PO3AEF7DF2,EMP668B8085,VND0300765D,Approved,19321.03,21673.36,Normal,2024-08-18,2024-08-19,2024-09-05,Raw Materials
POF41215EC,EMP72C6A147,VNDE4298A7B,Pending,3782.8,4455.95,Normal,2024-03-23,,,Services
PO1707092A,EMP98D06114,VNDF981F27F,Approved,23391.44,26200.25,Normal,2024-09-30,2024-10-04,2024-10-15,Services
POAF224A74,EMP0AACA25D,VND08CE8CA7,Pending,9460.58,9823.24,Normal,2024-11-10,,,Raw Materials
PO22CDE99E,EMP054009D3,VNDA0E8AF6C,Approved,7583.62,7566.26,High,2024-04-19,2024-04-24,2024-05-06,Services
PO0A0B2EA2,EMP024B6B5B,VNDD6D686D6,Approved,18563.28,17450.02,Normal,2024-08-27,2024-09-01,2024-09-21,Office Supplies
PO53199AA9,EMPBD11747F,VND768A7583,Approved,31403.09,36728.9,Normal,2024-12-13,2024-12-18,2025-01-07,Equipment
PO61ED8C88,EMP3825AC07,VND38095B8C,Pending,35706.06,30221.79,Normal,2024-02-16,,,Office Supplies
POC92CD269,EMP282E1A3A,VND3B5BB0BC,Approved,40656.36,42741.86,Normal,2024-12-23,2024-12-28,2025-01-07,Services
POC040DFEB,EMP47410605,VND3FC620C0,Rejected,14466.73,16356.68,High,2024-11-10,2024-11-11,,Services
PO46BB6DC5,EMP8F4C174A,VND109E5C6F,Approved,34225.22,31640.24,Normal,2024-10-15,2024-10-18,2024-11-11,Raw Materials
PO38868F2F,EMPA6D471F0,VND1199176D,Approved,26373.84,26758.37,Normal,2024-02-10,2024-02-15,2024-03-14,Raw Materials
POBEC3D26B,EMP6D949449,VND7254F792,Pending,38504.64,39296.55,Normal,2024-06-28,,,Components
PO14D44FAA,EMPE6A6D44D,VNDEA23339B,Pending,22776.24,19181.65,Critical,2024-07-11,,,Office Supplies
PO3E22821C,EMP6C9775CC,VNDF10E17A7,Approved,41672.37,38341.12,Normal,2024-09-17,2024-09-22,2024-10-03,Components
POFCA74630,EMP3687B56B,VND37AB5C39,Approved,36800.16,39497.29,Critical,2024-12-27,2024-12-29,2025-01-27,Raw Materials
PO6BC51618,EMP1FE1D706,VNDAEE88F85,Approved,31347.1,31417.5,Normal,2024-09-10,2024-09-13,2024-10-06,Components
POA8CD46E5,EMP8C4D3B35,VND557FD788,Approved,5432.92,4862.67,High,2024-09-29,2024-10-02,2024-10-30,Office Supplies
PODA17204C,EMP31684F8A,VNDC178B24A,Approved,22798.25,26627.09,Normal,2024-09-24,2024-09-27,2024-10-17,Equipment
PODBB84C78,EMP3E93BA54,VNDF549E284,Approved,51593.08,46761.78,High,2024-02-23,2024-02-28,2024-03-24,Components
PODD180563,EMPBE6C4298,VND2FE40F33,Pending,26695.5,22652.65,Normal,2024-10-11,,,Services
POC48273E7,EMP870256FE,VND0D050C25,Approved,41319.52,40786.91,Normal,2024-01-20,2024-01-24,2024-02-23,Services
POCCBE16D9,EMP4BE1BF99,VND76F0F0E0,Approved,1368.96,1266.71,Normal,2024-10-20,2024-10-24,2024-11-19,Services
POB1D2D09A,EMP5E62366C,VND5FBBF7E5,Approved,51199.07,44456.17,Normal,2024-11-24,2024-11-29,2024-12-12,Raw Materials
PO573EF68F,EMP035A1E31,VNDE6A4DD03,Rejected,35892.39,39584.85,Normal,2024-01-16,2024-01-19,,Equipment
PO98EC993F,EMPD2B2C524,VND57CA31A1,Pending,22334.41,24501.28,High,2024-01-01,,,Components
PO2A952D8E,EMP68BC1524,VND29251C8F,Approved,23115.04,20887.41,Normal,2024-03-29,2024-04-02,2024-04-07,Services
POABF70497,EMP6AD5AAEF,VNDF5F231C0,Approved,30543.28,34414.78,Normal,2024-08-15,2024-08-19,2024-09-11,Office Supplies
POEF27ACC6,EMPAB0942ED,VND0300765D,Approved,36507.64,37228.72,Normal,2024-07-03,2024-07-07,2024-07-14,Services
PO147A5BAA,EMP15EA96E2,VND3A746CBD,Approved,24898.76,25593.39,High,2024-10-05,2024-10-06,2024-10-28,Raw Materials
PO46483801,EMP32E5B1CA,VNDA68A83A5,Approved,10698.05,9258.09,Normal,2024-12-13,2024-12-14,2025-01-10,Components
POF5F62CB1,EMP1EF002A1,VND44174C92,Approved,18356.51,17040.19,Normal,2024-04-19,2024-04-21,2024-05-05,Services
PO903B5A80,EMP95B5454F,VNDD24A1BC5,Approved,13652.49,12419.73,High,2024-04-08,2024-04-13,2024-04-27,Equipment
PO3FAAD437,EMP55FB42F3,VND1A32B030,Approved,26480.34,23696.85,Normal,2024-12-10,2024-12-13,2025-01-08,Components
PO85E03B2F,EMPB55C1AEB,VND1DF7F1DC,Pending,38052.11,33684.21,Normal,2024-12-19,,,Raw Materials
PO6C4470D7,EMP924E61DB,VND09F13EB7,Approved,29013.68,25192.22,Normal,2024-08-29,2024-08-30,2024-09-27,Components
PO08C6E384,EMP31B3F216,VND2500CE76,Approved,54436.3,47920.64,Normal,2024-09-09,2024-09-12,2024-09-26,Services
POC1F45404,EMP4BF3830D,VNDF78A924D,Approved,5362.59,6321.24,Normal,2024-12-29,2024-12-30,2025-01-18,Components
PO1676C004,EMP07E01422,VNDF9F92F21,Approved,31882.26,36160.91,Normal,2024-03-02,2024-03-04,2024-03-21,Raw Materials
POFCDEDC83,EMP3AA8FB92,VND29251C8F,Approved,28142.73,26143.88,Normal,2024-11-03,2024-11-06,2024-11-11,Raw Materials
PO54AF255B,EMP7B729B5B,VNDC995E3B7,Approved,1527.03,1552.67,Normal,2024-04-21,2024-04-25,2024-05-14,Services
POEE1EDD70,EMPA530CB42,VND190C8D31,Rejected,41351.67,47351.81,Normal,2024-02-27,2024-02-28,,Components
PO519BE7DA,EMPA55DDA61,VND97E5802F,Approved,33752.33,35270.92,Normal,2024-01-03,2024-01-08,2024-01-22,Office Supplies
PO1DE55E58,EMP5849669C,VND0B515B0E,Pending,28636.65,28195.23,Normal,2024-03-17,,,Components
PO0CCC9C0D,EMP245B14A1,VND1DF449E3,Approved,38114.89,46031.22,High,2024-02-23,2024-02-25,2024-03-21,Services
PODB81DD5F,EMP239D8653,VND7290C297,Approved,28206.55,23993.87,Normal,2024-11-30,2024-12-05,2024-12-30,Equipment
PO71C376FC,EMPEC8311AB,VND36436386,Approved,44649.07,38358.15,Normal,2024-10-02,2024-10-04,2024-10-10,Components
PO47C5CAD5,EMP7D3550B1,VND97FA9A66,Approved,31729.2,27834.95,Critical,2024-06-18,2024-06-22,2024-07-15,Services
PO733A2786,EMPD75CCBC1,VND34BC34BC,Approved,51872.19,49334.98,Normal,2024-12-25,2024-12-28,2025-01-13,Equipment
PO32AA4B14,EMP31E8AEEB,VND589660CD,Approved,51047.87,42580.62,High,2024-04-20,2024-04-24,2024-05-16,Raw Materials
POF598975B,EMP82128BB0,VND96325CEF,Approved,19641.99,21002.04,Normal,2024-02-19,2024-02-23,2024-03-21,Raw Materials
PO872E5F5F,EMP328B856A,VND29251C8F,Approved,6264.11,6845.18,Normal,2024-10-01,2024-10-02,2024-10-28,Office Supplies
PO8D5B368B,EMPC0722795,VND111F855A,Approved,24617.5,30021.62,Normal,2024-01-25,2024-01-30,2024-02-21,Raw Materials
PO863E1E34,EMPC1EEF74B,VND27CBAF37,Approved,10081.35,8408.05,Normal,2024-10-22,2024-10-24,2024-11-17,Raw Materials
POFF67FDDA,EMPA10CD372,VND590E7C93,Approved,10611.02,9876.54,High,2024-03-11,2024-03-14,2024-03-23,Equipment
POFAA739BE,EMP9FE5B486,VNDF5F231C0,Approved,13686.22,11875.17,Normal,2024-12-29,2024-12-30,2025-01-22,Raw Materials
PO27E4FABF,EMPFB06A31D,VND1DF7F1DC,Approved,17097.43,17811.34,Critical,2024-08-12,2024-08-13,2024-09-03,Equipment
PODD0B605F,EMPFBA232B2,VNDE1A395FA,Approved,726.01,732.0,Normal,2024-04-25,2024-04-27,2024-05-14,Office Supplies
PO8C627601,EMP1A35B277,VNDF08F6829,Approved,58269.65,49565.24,Normal,2024-08-20,2024-08-22,2024-09-10,Equipment
PO29F206A4,EMP1B52B40F,VND7A22016F,Approved,27619.82,23361.36,High,2024-11-21,2024-11-25,2024-12-21,Raw Materials
